wall_time_s,timesteps,episode,variant,seed,return,length_steps,elapsed_s,success,collision,outside_route_bounds,termination_reason,final_goal_distance_m,minimum_true_cpa_m,final_track_count,reward_progress,reward_collision,reward_proximity,reward_jitter,reward_effort,reward_goal
1982.6052389144897,29790,102,abl_blind,420101,-3.375610963725494,298,1489.9999999991926,0,0,1,outside_route_bounds,938.1256319240024,113.9063470179018,1,-0.2694548571398759,0.0,0.0,2.965265673398973,0.14089043318664737,0.0
2078.148810863495,30151,103,abl_blind,420102,-0.5132878847392123,361,1804.999999998906,0,0,0,timeout,463.0389105966299,40.10114040817744,1,-0.03149339109134763,0.0,0.0,0.2740120828151703,0.20778241083269414,0.0
2092.9748668670654,30409,104,abl_blind,420103,-0.26037162932431995,258,1289.9999999993745,0,0,1,outside_route_bounds,566.8774931272736,86.6706625978205,2,-0.08497822347106732,0.0,0.0,0.06756808459758759,0.10782532125566496,0.0
2109.9894409179688,30704,105,abl_blind,420104,-1.0022551057410813,295,1474.9999999992062,0,0,1,outside_route_bounds,923.9889272992833,121.58105580116245,2,-0.2567022780790487,0.0,0.0,0.5730086088180543,0.1725442188439784,0.0
2123.6425750255585,30937,106,abl_blind,420105,-0.39437261564843096,233,1164.9999999994882,0,0,1,outside_route_bounds,761.3087943872102,109.39367669275461,1,-0.17368052111671306,0.0,0.0,0.10836132466793064,0.11233076986378712,0.0
2139.5433230400085,31216,107,abl_blind,420106,-0.6189535614177908,279,1394.999999999279,0,0,1,outside_route_bounds,963.4144877881944,89.47118905819784,2,-0.28449962647003807,0.0,0.0,0.19296365380287175,0.1414902811448808,0.0
2160.1815237998962,31577,108,abl_blind,420107,-0.5503534775106522,361,1804.999999998906,0,0,0,timeout,448.56011681539576,35.904023603500605,1,-0.023410851901554165,0.0,0.0,0.314349913597107,0.21259271201199093,0.0
2181.4415600299835,31938,109,abl_blind,420108,-0.4684600522679205,361,1804.999999998906,0,0,0,timeout,628.9404834511342,103.14044136101118,1,-0.11568065380691726,0.0,0.0,0.13799628615379336,0.21478311230720992,0.0
2195.3238849639893,32180,110,abl_blind,420109,-0.4854536370540449,242,1209.9999999994473,0,0,1,outside_route_bounds,867.0919550336188,109.15064407863161,1,-0.2306480750158324,0.0,0.0,0.13419057726860048,0.12061498476961184,0.0
2217.8439309597015,32541,111,abl_blind,420110,-4.104402353363123,361,1804.999999998906,0,0,0,timeout,827.1054011927139,110.25483586453853,1,-0.2167005773464578,0.0,0.0,3.6787797093391412,0.20892206667752095,0.0
2239.9647929668427,32902,112,abl_blind,420111,-1.053795304606013,361,1804.999999998906,0,0,0,timeout,808.1807281209514,129.40600457216462,1,-0.19907285226863622,0.0,0.0,0.6420758947730063,0.2126465575643699,0.0
2257.976905822754,33183,113,abl_blind,420112,-0.6816637896687793,281,1404.99999999927,0,0,1,outside_route_bounds,733.3133412347937,97.55972799900545,1,-0.16847950694642416,0.0,0.0,0.36425378918647755,0.1489304935358779,0.0
2273.0576519966125,33428,114,abl_blind,420113,-2.858122859075123,245,1224.9999999994336,0,0,1,outside_route_bounds,911.0923936555453,104.47869341202752,1,-0.2590587084703462,0.0,0.0,2.4866698265075673,0.11239432409720972,0.0
2285.687272787094,33645,115,abl_blind,420114,-1.9755550489218305,217,1084.999999999561,0,0,1,outside_route_bounds,910.8638986929559,123.68840682291025,1,-0.24993162870995095,0.0,0.0,1.6373285248875624,0.08829489532431722,0.0
2306.9719829559326,34006,116,abl_blind,420115,-15.08243184477989,361,1804.999999998906,0,0,0,timeout,629.9632195432324,9.195782259677452,1,-0.1130602520517474,0.0,14.229640063786666,0.5790311098098756,0.1607004191316247,0.0
2320.6736690998077,34233,117,abl_blind,420116,-0.4469053189130239,227,1134.9999999995155,0,0,1,outside_route_bounds,808.2478032480651,98.5842391157903,1,-0.20070884957274998,0.0,0.0,0.1398634612560272,0.10633300808424652,0.0
2337.3498799800873,34515,118,abl_blind,420117,-3.0274204707636456,282,1409.9999999992654,0,0,1,outside_route_bounds,911.866395881628,110.287978137583,1,-0.2568042530667752,0.0,0.0,2.6331627979874614,0.13745341970940742,0.0
